% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
819 +4.120150072e+00 +4.120150072e+00 -3.804198499e+02 -3.804198499e+02 +2.1087e+00 -3.8641e+00 +4.9762e+00 +1.1708e+00 -2.1311e+00 +4.1993e+00 -2.4924e+00 +2.9560e+00 -9.7339e-01 -4.8191e+00 +1.8457e+00 -4.2946e+00 -3.1973e+00 +4.9043e+00 +3.7647e+00 +3.2281e+00 +2.1970e+00 +4.2415e+00 +2.7225e+00 -3.6976e+00
1247 +3.756082501e+00 +3.756082501e+00 -3.807839175e+02 -3.807839175e+02 +2.1491e+00 -3.8952e+00 +5.0165e+00 +1.1837e+00 -2.1352e+00 +4.1541e+00 -2.2676e+00 +3.0318e+00 -9.2553e-01 -5.0980e+00 +1.9224e+00 -4.3194e+00 -3.1469e+00 +4.9616e+00 +3.8152e+00 +3.2166e+00 +2.2035e+00 +4.2349e+00 +2.7240e+00 -3.5490e+00
2111 +2.714284325e+00 +2.714284325e+00 -3.818257157e+02 -3.818257157e+02 +2.2868e+00 -3.9035e+00 +3.4911e+00 -2.3249e+00 -2.0837e+00 +4.1332e+00 -1.1419e+00 +7.0126e-01 -2.6257e-01 -3.3917e+00 +1.9350e+00 -4.5587e+00 -2.8799e+00 +1.3462e+00 +2.5803e+00 +5.5167e+00 +2.1131e+00 +4.3623e+00 +2.6977e+00 -3.9940e+00
% function evaluation | noise-free fitness - Fopt (-6.071200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.114415875e+00 +8.114415875e+00 -5.990055841e+02 -5.990055841e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
140 +5.600569600e+00 +5.600569600e+00 -6.015194304e+02 -6.015194304e+02 -1.9542e+00 +2.7663e+00 -2.2452e+00 +3.9443e+00 -4.0513e+00 -5.8725e-01 -1.9297e+00 +3.2361e+00 +1.8997e+00 +4.4648e-01 +1.5919e+00 +7.8736e-01 +9.3815e-01 -4.1956e+00 +2.8034e+00 +3.6816e+00 -3.1668e+00 +4.0719e+00 +1.1976e+00 +3.7729e+00
630 +5.104925030e+00 +5.104925030e+00 -6.020150750e+02 -6.020150750e+02 -1.9952e+00 +2.8152e+00 -2.2553e+00 +3.9995e+00 -4.1309e+00 -5.9066e-01 -1.9308e+00 +3.2345e+00 +1.9603e+00 +5.0731e-01 +1.5951e+00 +1.0365e+00 +9.1208e-01 -4.2089e+00 +2.8049e+00 +3.6545e+00 -3.1634e+00 +4.0480e+00 +1.2442e+00 +3.7834e+00
741 +4.722469444e+00 +4.722469444e+00 -6.023975306e+02 -6.023975306e+02 -1.9435e+00 +2.7796e+00 -2.2622e+00 +4.1673e+00 -4.0468e+00 -5.9439e-01 -1.9248e+00 +3.2325e+00 +2.0383e+00 +4.3478e-01 +1.5932e+00 +8.5703e-01 +9.1551e-01 -4.1941e+00 +2.8030e+00 +3.6479e+00 -3.1671e+00 +4.0051e+00 +1.1915e+00 +3.7541e+00
1602 +4.160342494e+00 +4.160342494e+00 -6.029596575e+02 -6.029596575e+02 -1.8888e+00 +2.7633e+00 -2.3212e+00 +3.9952e+00 -4.0809e+00 -5.8921e-01 -1.9531e+00 +3.2482e+00 +2.3108e+00 +7.3964e-01 +1.4746e+00 +8.4085e-01 +6.3272e-01 -4.1853e+00 +2.7963e+00 +4.6981e+00 -3.2605e+00 +4.0000e+00 +1.5095e+00 +3.7851e+00
1747 +3.917097902e+00 +3.917097902e+00 -6.032029021e+02 -6.032029021e+02 -1.9982e+00 +2.9774e+00 -2.0894e+00 +4.1895e+00 -4.3182e+00 -5.4736e-01 -1.9184e+00 +3.2224e+00 +1.6341e+00 +4.8581e-01 +1.4786e+00 +6.8452e-01 +3.0831e-01 -4.1734e+00 +2.8032e+00 +3.4815e+00 -3.1617e+00 +3.0462e+00 +1.4094e+00 +3.7847e+00
4836 +3.556483504e+00 +3.556483504e+00 -6.035635165e+02 -6.035635165e+02 -1.8437e+00 -3.9920e-02 -3.9856e+00 +2.3761e+00 +7.3373e-02 +1.0279e-01 +1.4993e+00 -1.0771e+00 +3.1246e+00 +5.1541e-01 +1.1138e+00 +2.0243e+00 +3.5338e+00 -3.7286e+00 +3.0312e+00 -3.3955e+00 +2.7741e-01 +1.0646e+00 +1.9358e+00 +1.6787e+00
99327 +3.243258537e+00 +3.243258537e+00 -6.038767415e+02 -6.038767415e+02 +7.4447e-01 -2.2714e+00 +2.5375e+00 +1.5942e+00 +3.9845e-02 -1.9714e+00 +2.0382e+00 +5.2309e-01 +3.4021e+00 +2.6684e+00 -2.6914e+00 +1.2151e+00 -2.7619e+00 +1.1990e+00 -1.9942e+00 -7.3106e-01 +3.5011e+00 -4.8332e+00 +2.5162e+00 +2.3280e+00
% function evaluation | noise-free fitness - Fopt (-2.955000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.439673093e+01 +1.439673093e+01 -1.515326907e+01 -1.515326907e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +1.073562447e+01 +1.073562447e+01 -1.881437553e+01 -1.881437553e+01 +3.5953e+00 +1.1751e+00 -1.0069e+00 -2.7661e+00 +3.8999e-01 +2.3299e-01 +1.5782e-01 -4.4023e-01 -3.3019e+00 +2.5361e+00 -4.0914e-01 -1.4339e+00 -1.9012e+00 +1.5148e+00 -4.9818e+00 +1.5993e+00 -2.8676e+00 -9.8510e-01 +1.0021e+00 -4.8391e+00
11 +9.255375865e+00 +9.255375865e+00 -2.029462414e+01 -2.029462414e+01 +3.5918e+00 +1.2051e+00 -1.0070e+00 -2.7679e+00 +4.0190e-01 +2.5289e-01 +1.5573e-01 -4.4505e-01 -3.2972e+00 +2.5047e+00 -4.0578e-01 -1.4349e+00 -1.8968e+00 +1.5163e+00 -4.9811e+00 +1.5984e+00 -2.8667e+00 -9.9241e-01 +9.9606e-01 -4.8969e+00
48 +7.906097167e+00 +7.906097167e+00 -2.164390283e+01 -2.164390283e+01 +3.5991e+00 +1.2015e+00 -1.0106e+00 -2.7671e+00 +3.7135e-01 +2.4828e-01 +1.3580e-01 -4.4800e-01 -3.3137e+00 +2.5284e+00 -4.0985e-01 -1.4393e+00 -1.9144e+00 +1.5240e+00 -4.9613e+00 +1.6071e+00 -2.8689e+00 -9.9109e-01 +1.0020e+00 -4.8504e+00
138 +7.169380784e+00 +7.169380784e+00 -2.238061922e+01 -2.238061922e+01 +3.5852e+00 +1.2145e+00 -1.0067e+00 -2.7518e+00 +3.7485e-01 +2.3748e-01 +1.7024e-01 -4.4625e-01 -3.3115e+00 +2.5162e+00 -4.0403e-01 -1.4401e+00 -1.8992e+00 +1.5432e+00 -4.9695e+00 +1.6299e+00 -2.8710e+00 -9.9303e-01 +1.0029e+00 -4.8488e+00
157 +6.941958535e+00 +6.941958535e+00 -2.260804146e+01 -2.260804146e+01 +3.5956e+00 +1.2145e+00 -1.0074e+00 -2.7659e+00 +3.6240e-01 +2.6082e-01 +1.4052e-01 -4.3804e-01 -3.3410e+00 +2.5320e+00 -4.0556e-01 -1.4346e+00 -1.8951e+00 +1.5034e+00 -4.9635e+00 +1.6290e+00 -2.8668e+00 -9.9407e-01 +1.0015e+00 -4.8480e+00
206 +6.748521456e+00 +6.748521456e+00 -2.280147854e+01 -2.280147854e+01 +3.5784e+00 +1.1977e+00 -1.0079e+00 -2.7656e+00 +3.7420e-01 +2.4962e-01 +1.3223e-01 -4.3031e-01 -3.3085e+00 +2.5354e+00 -3.9922e-01 -1.4347e+00 -1.8954e+00 +1.5170e+00 -4.9663e+00 +1.6214e+00 -2.8630e+00 -1.0072e+00 +1.0088e+00 -4.8307e+00
233 +3.587849200e+00 +3.587849200e+00 -2.596215080e+01 -2.596215080e+01 +3.5942e+00 +1.1915e+00 -1.0156e+00 -2.7624e+00 +3.1332e-01 +3.1681e-01 +1.8318e-01 -4.8903e-01 -3.3002e+00 +2.5045e+00 -4.1496e-01 -1.4420e+00 -1.8894e+00 +1.4803e+00 -4.9637e+00 +1.5019e+00 -2.8637e+00 -9.8745e-01 +9.9360e-01 -4.8470e+00
388 +3.508961740e+00 +3.508961740e+00 -2.604103826e+01 -2.604103826e+01 +3.5996e+00 +1.1778e+00 -1.0028e+00 -2.7671e+00 +5.3527e-01 +2.4433e-01 +1.2392e-01 -4.4104e-01 -3.3513e+00 +2.4973e+00 -4.1674e-01 -1.4341e+00 -1.8967e+00 +1.4715e+00 -4.9492e+00 +1.6378e+00 -2.8653e+00 -1.0057e+00 +1.0423e+00 -4.8640e+00
501 +2.809953660e+00 +2.809953660e+00 -2.674004634e+01 -2.674004634e+01 +3.5259e+00 +1.2559e+00 -1.0079e+00 -2.7612e+00 +3.8431e-01 +2.8140e-01 +1.2287e-01 -4.4619e-01 -3.3084e+00 +2.5088e+00 -3.9210e-01 -1.4353e+00 -1.9121e+00 +1.5371e+00 -4.9730e+00 +1.6467e+00 -2.8571e+00 -9.9786e-01 +1.0161e+00 -4.8343e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.690243109e+00 +6.690243109e+00 +1.006690243e+03 +1.006690243e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
217 +4.296076258e+00 +4.296076258e+00 +1.004296076e+03 +1.004296076e+03 +4.4477e+00 +1.4060e+00 -7.5822e-01 +4.3861e+00 +2.9630e+00 +1.5708e+00 -2.6132e+00 +1.0898e+00 +2.8326e+00 +3.9631e+00 -1.9063e+00 -1.3513e+00 -3.9326e+00 -1.6249e+00 +4.8829e+00 +1.8087e+00 +4.6974e+00 +1.5776e-01 +2.2002e+00 -3.5032e+00
769 +3.849909679e+00 +3.849909679e+00 +1.003849910e+03 +1.003849910e+03 +4.4526e+00 +1.3765e+00 -7.5708e-01 +4.3848e+00 +2.9923e+00 +1.5104e+00 -2.5994e+00 +1.0776e+00 +2.8212e+00 +3.9432e+00 -1.9121e+00 -1.3151e+00 -3.9598e+00 -1.7265e+00 +4.8626e+00 +1.8552e+00 +4.7243e+00 +1.5618e-01 +2.1807e+00 -3.4947e+00
1177 +2.854487430e+00 +2.854487430e+00 +1.002854487e+03 +1.002854487e+03 +4.4391e+00 +1.3634e+00 -7.4069e-01 +4.4147e+00 +2.9113e+00 +1.5213e+00 -2.6098e+00 +1.0729e+00 +2.8288e+00 +3.8216e+00 -1.9097e+00 -1.1429e+00 -3.9450e+00 -1.6185e+00 +4.9064e+00 +2.0666e+00 +5.1812e+00 +1.5826e-01 +2.2955e+00 -3.4840e+00
% function evaluation | noise-free fitness - Fopt (-4.456000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.799176222e+01 +1.799176222e+01 -2.656823778e+01 -2.656823778e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +1.767475754e+01 +1.767475754e+01 -2.688524246e+01 -2.688524246e+01 +3.9598e-01 +1.6154e+00 +5.4387e-01 +2.0467e+00 -3.7891e-01 +9.4126e-01 -3.8006e-01 +3.2470e+00 -1.0036e+00 -3.4199e+00 -4.6707e+00 -4.5374e+00 -3.6676e+00 -8.3227e-01 -3.8523e+00 +2.1544e+00 -2.2624e+00 -4.8085e-01 +5.9148e-01 -2.7520e+00
4 +1.600471461e+01 +1.600471461e+01 -2.855528539e+01 -2.855528539e+01 +3.9780e-01 +1.6160e+00 +5.4447e-01 +2.0438e+00 -3.8005e-01 +9.8383e-01 -3.7967e-01 +3.2470e+00 -9.9559e-01 -3.4199e+00 -4.6688e+00 -4.5374e+00 -3.6628e+00 -8.3552e-01 -3.8511e+00 +2.1453e+00 -2.2607e+00 -4.8079e-01 +5.7777e-01 -2.7510e+00
9 +1.351700053e+01 +1.351700053e+01 -3.104299947e+01 -3.104299947e+01 +3.9503e-01 +1.6097e+00 +5.4733e-01 +2.0490e+00 -3.7839e-01 +9.4127e-01 -3.7710e-01 +3.2479e+00 -9.9642e-01 -3.4202e+00 -4.6671e+00 -4.5383e+00 -3.6655e+00 -8.3686e-01 -3.8441e+00 +2.1274e+00 -2.2666e+00 -4.8591e-01 +5.7923e-01 -2.7397e+00
16 +8.012116228e+00 +8.012116228e+00 -3.654788377e+01 -3.654788377e+01 +4.2591e-01 +1.6095e+00 +5.7375e-01 +2.0481e+00 -3.7752e-01 +9.3846e-01 -3.7731e-01 +3.2454e+00 -1.0103e+00 -3.4198e+00 -4.6657e+00 -4.5315e+00 -3.6652e+00 -8.2169e-01 -3.8421e+00 +2.1580e+00 -2.2609e+00 -4.7932e-01 +5.9244e-01 -2.7501e+00
114 +6.449708071e+00 +6.449708071e+00 -3.811029193e+01 -3.811029193e+01 +4.3926e-01 +1.6139e+00 +5.4882e-01 +2.0462e+00 -3.7989e-01 +9.3336e-01 -3.6832e-01 +3.2550e+00 -1.0029e+00 -3.4175e+00 -4.6689e+00 -4.5372e+00 -3.6593e+00 -8.1783e-01 -3.8487e+00 +2.1473e+00 -2.2824e+00 -4.8141e-01 +5.7917e-01 -2.7563e+00
131 +6.246477344e+00 +6.246477344e+00 -3.831352266e+01 -3.831352266e+01 +4.0010e-01 +1.6103e+00 +5.5345e-01 +2.0437e+00 -3.7684e-01 +9.4509e-01 -3.8661e-01 +3.2494e+00 -1.0065e+00 -3.4188e+00 -4.6697e+00 -4.5474e+00 -3.6638e+00 -8.3256e-01 -3.8453e+00 +2.1440e+00 -2.2793e+00 -4.8132e-01 +5.8775e-01 -2.7548e+00
230 +6.104705077e+00 +6.104705077e+00 -3.845529492e+01 -3.845529492e+01 +4.3820e-01 +1.5962e+00 +5.5257e-01 +2.0496e+00 -3.8703e-01 +9.4338e-01 -3.7484e-01 +3.2621e+00 -1.0141e+00 -3.4351e+00 -4.6633e+00 -4.5122e+00 -3.6607e+00 -8.5296e-01 -3.8523e+00 +2.1386e+00 -2.2802e+00 -4.7770e-01 +5.8353e-01 -2.7380e+00
299 +5.663331438e+00 +5.663331438e+00 -3.889666856e+01 -3.889666856e+01 +4.0291e-01 +1.6101e+00 +5.8098e-01 +2.0447e+00 -3.8051e-01 +9.3887e-01 -3.7095e-01 +3.2355e+00 -1.0254e+00 -3.4215e+00 -4.6679e+00 -4.5378e+00 -3.6661e+00 -8.5058e-01 -3.8459e+00 +2.1560e+00 -2.2710e+00 -4.8166e-01 +5.8621e-01 -2.7502e+00
575 +5.014700272e+00 +5.014700272e+00 -3.954529973e+01 -3.954529973e+01 +4.1205e-01 +1.5709e+00 +5.2366e-01 +2.0447e+00 -3.7604e-01 +9.2961e-01 -3.5972e-01 +3.2387e+00 -1.0490e+00 -3.4212e+00 -4.6621e+00 -4.5095e+00 -3.6405e+00 -7.9110e-01 -3.8512e+00 +2.0724e+00 -2.2775e+00 -4.7890e-01 +5.8439e-01 -2.7688e+00
846 +4.673045116e+00 +4.673045116e+00 -3.988695488e+01 -3.988695488e+01 +4.0363e-01 +1.6514e+00 +4.9767e-01 +2.0555e+00 -3.7196e-01 +8.4264e-01 -3.6397e-01 +3.1596e+00 -1.0186e+00 -3.4214e+00 -4.6653e+00 -4.6251e+00 -3.6626e+00 -8.3849e-01 -3.8527e+00 +2.1397e+00 -2.2475e+00 -4.8046e-01 +5.7903e-01 -2.8132e+00
953 +4.022223386e+00 +4.022223386e+00 -4.053777661e+01 -4.053777661e+01 +3.9313e-01 +1.6501e+00 +6.0215e-01 +2.0645e+00 -3.7546e-01 +9.5041e-01 -3.6004e-01 +3.1406e+00 -1.0183e+00 -3.4293e+00 -4.6582e+00 -4.5450e+00 -3.6648e+00 -8.6103e-01 -3.8514e+00 +2.1688e+00 -2.2851e+00 -4.8222e-01 +5.7791e-01 -2.7726e+00
1131 +3.761816215e+00 +3.761816215e+00 -4.079818379e+01 -4.079818379e+01 +2.5830e-01 +1.5771e+00 +5.7409e-01 +2.0555e+00 -3.7582e-01 +9.8867e-01 -3.7419e-01 +3.1302e+00 -9.3700e-01 -3.4427e+00 -4.6731e+00 -4.5248e+00 -3.7189e+00 -8.1258e-01 -3.8257e+00 +2.1274e+00 -2.2516e+00 -4.8205e-01 +6.6557e-01 -2.8072e+00
1632 +3.528774928e+00 +3.528774928e+00 -4.103122507e+01 -4.103122507e+01 -1.1533e-01 +1.1927e+00 +4.8360e-01 +2.0508e+00 -3.8856e-01 +7.0354e-01 -2.9158e-01 +3.0815e+00 -9.3861e-01 -3.4261e+00 -4.6099e+00 -4.3743e+00 -3.1898e+00 +4.3056e-01 -3.9045e+00 +2.0861e+00 -2.3932e+00 -4.8374e-01 +6.1868e-01 -3.9497e+00
2029 +2.634554642e+00 +2.634554642e+00 -4.192544536e+01 -4.192544536e+01 +1.3444e-01 +2.2402e+00 +6.6251e-01 +2.0111e+00 -9.9512e-01 +3.9856e-01 -5.0147e-01 +2.5095e+00 -7.0482e-01 -3.5320e+00 -4.6736e+00 -4.8418e+00 -3.1004e+00 +4.5107e-01 -4.0776e+00 +2.2402e+00 -2.6339e+00 -4.9332e-01 +3.8106e-01 -4.8634e+00
% function evaluation | noise-free fitness - Fopt (6.442000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.170845249e+01 +2.170845249e+01 +8.612845249e+01 +8.612845249e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.385321776e+01 +1.385321776e+01 +7.827321776e+01 +7.827321776e+01 -1.2208e+00 +7.6251e-01 -4.6935e+00 +3.3562e+00 +3.0333e+00 -6.1337e-01 +2.5148e+00 -2.7580e-01 -2.0555e-02 -3.4107e+00 +1.5314e+00 +1.8669e+00 +4.8198e+00 +1.2913e-01 +6.4582e-01 +4.8290e+00 -1.3842e+00 -3.1125e+00 -2.6423e+00 -1.7626e+00
17 +1.156122830e+01 +1.156122830e+01 +7.598122830e+01 +7.598122830e+01 -1.2204e+00 +7.5507e-01 -4.7005e+00 +3.3565e+00 +3.0332e+00 -6.0796e-01 +2.4961e+00 -2.7569e-01 -2.0592e-02 -3.4151e+00 +1.5255e+00 +1.8451e+00 +4.8136e+00 +1.4079e-01 +6.4451e-01 +4.8389e+00 -1.3429e+00 -3.1515e+00 -2.6418e+00 -1.7750e+00
37 +9.988422803e+00 +9.988422803e+00 +7.440842280e+01 +7.440842280e+01 -1.2194e+00 +7.5369e-01 -4.7001e+00 +3.3580e+00 +3.0331e+00 -6.1171e-01 +2.5281e+00 -2.7585e-01 -2.0124e-02 -3.4184e+00 +1.5240e+00 +1.8605e+00 +4.8117e+00 +1.4450e-01 +6.4234e-01 +4.8387e+00 -1.3980e+00 -3.1104e+00 -2.6450e+00 -1.7713e+00
45 +9.274220526e+00 +9.274220526e+00 +7.369422053e+01 +7.369422053e+01 -1.2189e+00 +7.5345e-01 -4.7092e+00 +3.3619e+00 +3.0328e+00 -6.0878e-01 +2.5972e+00 -2.7577e-01 -2.1380e-02 -3.4389e+00 +1.5201e+00 +1.8528e+00 +4.8166e+00 +1.3660e-01 +6.4280e-01 +4.8264e+00 -1.3633e+00 -3.0858e+00 -2.6488e+00 -1.7773e+00
51 +9.052553396e+00 +9.052553396e+00 +7.347255340e+01 +7.347255340e+01 -1.2204e+00 +7.6344e-01 -4.7011e+00 +3.3586e+00 +3.0357e+00 -6.0975e-01 +2.5034e+00 -2.7582e-01 -2.0679e-02 -3.4079e+00 +1.5211e+00 +1.8832e+00 +4.8139e+00 +2.3455e-01 +6.4683e-01 +4.8326e+00 -1.3634e+00 -3.1120e+00 -2.6429e+00 -1.7575e+00
61 +5.261688246e+00 +5.261688246e+00 +6.968168825e+01 +6.968168825e+01 -1.2199e+00 +7.5202e-01 -4.7032e+00 +3.3661e+00 +3.0338e+00 -6.0431e-01 +2.5168e+00 -2.7579e-01 -2.0744e-02 -3.4194e+00 +1.5170e+00 +1.8595e+00 +4.8130e+00 +1.5519e-01 +6.3853e-01 +4.8365e+00 -1.3635e+00 -3.1143e+00 -2.6656e+00 -1.7764e+00
155 +4.383130810e+00 +4.383130810e+00 +6.880313081e+01 +6.880313081e+01 -1.2203e+00 +7.5712e-01 -4.7003e+00 +3.3542e+00 +3.0321e+00 -6.0236e-01 +2.5278e+00 -2.7597e-01 -2.0578e-02 -3.4211e+00 +1.5221e+00 +1.8881e+00 +4.8165e+00 +1.3005e-01 +6.4136e-01 +4.8502e+00 -1.3605e+00 -3.1249e+00 -2.6456e+00 -1.7728e+00
266 +3.701256854e+00 +3.701256854e+00 +6.812125685e+01 +6.812125685e+01 -1.2206e+00 +7.5034e-01 -4.6999e+00 +3.3589e+00 +3.0317e+00 -6.0802e-01 +2.5187e+00 -2.7569e-01 -1.9755e-02 -3.4264e+00 +1.5057e+00 +1.8903e+00 +4.8469e+00 +9.7659e-02 +6.5299e-01 +4.8025e+00 -1.3705e+00 -3.1295e+00 -2.6399e+00 -1.8276e+00
333 +3.146314417e+00 +3.146314417e+00 +6.756631442e+01 +6.756631442e+01 -1.2175e+00 +7.4546e-01 -4.6999e+00 +3.3119e+00 +3.0338e+00 -6.1642e-01 +2.4757e+00 -2.7650e-01 -1.9453e-02 -3.4011e+00 +1.5422e+00 +1.9933e+00 +4.8141e+00 +1.5528e-01 +6.4653e-01 +4.7773e+00 -1.3512e+00 -3.1413e+00 -2.6604e+00 -1.7529e+00
% function evaluation | noise-free fitness - Fopt (7.514000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.109038174e+01 +2.109038174e+01 +9.623038174e+01 +9.623038174e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.590470547e+01 +1.590470547e+01 +9.104470547e+01 +9.104470547e+01 -9.5776e-01 -1.7660e+00 +4.5833e-01 +3.6432e+00 +3.1845e+00 -2.0231e+00 -3.1467e+00 -1.3117e+00 +2.8959e+00 +4.7041e+00 +2.4876e+00 -4.9232e+00 -4.0652e+00 +4.0374e+00 -9.9324e-01 +3.9723e+00 +1.9673e+00 +2.4750e+00 -5.0104e-01 +3.0768e+00
3 +1.460841731e+01 +1.460841731e+01 +8.974841731e+01 +8.974841731e+01 -9.5558e-01 -1.7635e+00 +3.9757e-01 +3.6433e+00 +3.1880e+00 -2.0318e+00 -3.1586e+00 -1.3132e+00 +2.8966e+00 +4.7149e+00 +2.4933e+00 -4.9133e+00 -4.0726e+00 +4.0376e+00 -1.0042e+00 +3.9697e+00 +1.9784e+00 +2.5008e+00 -4.9801e-01 +3.0642e+00
4 +1.358263709e+01 +1.358263709e+01 +8.872263709e+01 +8.872263709e+01 -9.5851e-01 -1.7630e+00 +4.6656e-01 +3.6433e+00 +3.1789e+00 -2.0317e+00 -3.1392e+00 -1.3114e+00 +2.8961e+00 +4.7244e+00 +2.4543e+00 -4.9517e+00 -4.0965e+00 +4.0364e+00 -1.0078e+00 +3.9780e+00 +1.9557e+00 +2.4892e+00 -4.9995e-01 +3.0809e+00
7 +1.169445981e+01 +1.169445981e+01 +8.683445981e+01 +8.683445981e+01 -9.5483e-01 -1.7637e+00 +4.6618e-01 +3.6434e+00 +3.1810e+00 -2.0270e+00 -3.1445e+00 -1.3127e+00 +2.8977e+00 +4.7145e+00 +2.4924e+00 -4.9165e+00 -4.0899e+00 +4.0364e+00 -9.9735e-01 +3.9610e+00 +1.9779e+00 +2.4905e+00 -5.0929e-01 +3.0663e+00
10 +1.098010716e+01 +1.098010716e+01 +8.612010716e+01 +8.612010716e+01 -9.5630e-01 -1.7654e+00 +4.5804e-01 +3.6433e+00 +3.1829e+00 -2.0159e+00 -3.1465e+00 -1.3118e+00 +2.8944e+00 +4.7167e+00 +2.5044e+00 -4.9028e+00 -4.0854e+00 +4.0367e+00 -9.9441e-01 +3.9567e+00 +1.9810e+00 +2.4869e+00 -5.0034e-01 +3.0760e+00
20 +1.079014229e+01 +1.079014229e+01 +8.593014229e+01 +8.593014229e+01 -9.5501e-01 -1.7651e+00 +4.6244e-01 +3.6433e+00 +3.1807e+00 -2.0317e+00 -3.1336e+00 -1.3061e+00 +2.8971e+00 +4.7149e+00 +2.4877e+00 -4.9432e+00 -4.0945e+00 +4.0363e+00 -9.9777e-01 +3.9573e+00 +1.9831e+00 +2.4885e+00 -4.9980e-01 +3.0864e+00
30 +9.941867470e+00 +9.941867470e+00 +8.508186747e+01 +8.508186747e+01 -9.5391e-01 -1.7679e+00 +4.6875e-01 +3.6433e+00 +3.1746e+00 -2.0328e+00 -3.1497e+00 -1.3164e+00 +2.8963e+00 +4.7159e+00 +2.4879e+00 -4.9194e+00 -4.0850e+00 +4.0400e+00 -9.9623e-01 +3.9841e+00 +1.9896e+00 +2.4772e+00 -4.9667e-01 +3.1003e+00
79 +9.519782955e+00 +9.519782955e+00 +8.465978295e+01 +8.465978295e+01 -9.5783e-01 -1.7639e+00 +4.7448e-01 +3.6434e+00 +3.1870e+00 -2.0291e+00 -3.1598e+00 -1.3975e+00 +2.8959e+00 +4.7153e+00 +2.4962e+00 -4.9341e+00 -4.0918e+00 +4.0356e+00 -9.8751e-01 +3.9762e+00 +1.9859e+00 +2.4895e+00 -4.9838e-01 +3.0781e+00
85 +8.239944482e+00 +8.239944482e+00 +8.337994448e+01 +8.337994448e+01 -9.5110e-01 -1.7653e+00 +4.6801e-01 +3.6434e+00 +3.2015e+00 -2.0067e+00 -3.1408e+00 -1.3203e+00 +2.8957e+00 +4.7205e+00 +2.4943e+00 -4.9178e+00 -4.0667e+00 +4.0373e+00 -9.9932e-01 +3.9588e+00 +1.9834e+00 +2.4793e+00 -5.0521e-01 +3.0740e+00
