% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
966222 +6.351507954e+00 +6.351507954e+00 +3.040815080e+02 +3.040815080e+02 -1.9059e+00 +4.0249e+00 +2.0830e+00 -2.4538e+00 +3.0807e+00 -2.4844e+00 +5.1745e-01 +1.2713e+00 +1.6736e+00 -3.8629e+00 -4.0461e-01 +1.9338e+00 +3.7116e-01 +2.4766e-01 +3.2487e+00 +2.6277e+00 +6.2859e-01 +1.0187e+00 -3.2454e+00 +3.4361e+00
966305 +4.964659844e+00 +4.964659844e+00 +3.026946598e+02 +3.026946598e+02 -2.2545e+00 +3.7862e+00 +2.5477e+00 -2.8193e+00 +3.6231e+00 -2.4944e+00 -2.9045e-01 +5.8799e-01 +1.1707e+00 -4.1077e+00 -6.3723e-01 +1.9807e+00 +2.4086e-01 -1.2530e-01 +2.9961e+00 +6.8778e-01 +3.2099e-01 +3.0162e-01 -3.3680e+00 +3.2702e+00
966856 +4.371391040e+00 +4.371391040e+00 +3.021013910e+02 +3.021013910e+02 -2.5913e+00 +3.6555e+00 +1.3654e+00 -3.0318e+00 +3.4537e+00 -1.9664e+00 +6.1070e-01 +3.1314e-01 +1.1623e+00 -3.3722e+00 -1.3172e+00 +1.8591e+00 +1.4280e-01 -4.7083e-01 +3.6614e+00 +8.5693e-01 -3.2565e-01 -9.4865e-02 -4.3097e+00 +3.0349e+00
967716 +2.781072398e+00 +2.781072398e+00 +3.005110724e+02 +3.005110724e+02 -2.3309e+00 +3.6230e+00 +6.3336e-01 -2.4206e+00 +3.6862e+00 -2.6717e+00 +2.2047e-01 +5.3729e-01 +1.5926e+00 -3.3245e+00 -2.7361e-01 +3.3920e-01 +5.5208e-01 -5.6173e-01 +2.9826e+00 +8.1901e-01 -1.6562e-01 +7.8489e-02 -3.3488e+00 +3.1008e+00
967853 +2.119775325e+00 +2.119775325e+00 +2.998497753e+02 +2.998497753e+02 -3.0132e+00 +3.2321e+00 +1.1171e+00 -2.6651e+00 +3.9299e+00 -2.5572e+00 -4.0651e-01 +7.7495e-01 +1.2916e+00 -3.6698e+00 -1.0830e+00 +2.0207e+00 -4.4515e-02 -2.3434e-01 +3.4836e+00 +1.1744e+00 +3.5004e-01 +2.6169e-02 -3.1517e+00 +3.2720e+00
968713 +2.026895386e+00 +2.026895386e+00 +2.997568954e+02 +2.997568954e+02 -2.2850e+00 +3.4984e+00 +5.4604e-01 -2.7997e+00 +3.4892e+00 -2.6694e+00 +1.3389e-01 +7.9382e-01 +1.8963e+00 -3.2750e+00 -9.7093e-01 +2.2500e+00 +7.5584e-02 -5.2294e-01 +3.5495e+00 +1.0975e+00 +8.7500e-01 +7.3638e-01 -4.7408e+00 +3.2444e+00
969899 +1.992539986e+00 +1.992539986e+00 +2.997225400e+02 +2.997225400e+02 -2.2321e+00 +3.7276e+00 +1.2916e+00 -2.3586e+00 +4.3238e+00 -2.6289e+00 -2.6046e-01 +1.1640e+00 +1.3112e+00 -3.0691e+00 -3.7766e-01 +2.2130e+00 +1.6953e-01 -3.7039e-01 +3.1704e+00 +1.3740e+00 +9.0014e-01 -1.1603e-01 -3.6103e+00 +3.2291e+00
970771 +1.936443242e+00 +1.936443242e+00 +2.996664432e+02 +2.996664432e+02 -2.0378e+00 +3.3635e+00 -9.0870e-02 -2.2454e+00 +3.7040e+00 -3.1716e+00 +2.7832e-01 +8.5159e-01 +1.6647e+00 -4.1227e+00 -7.5322e-01 +1.4229e+00 +4.1209e-01 -9.4927e-02 +3.4372e+00 +1.0028e+00 +6.6331e-01 +1.9186e-01 -3.8022e+00 +3.0683e+00
973568 +1.784563878e+00 +1.784563878e+00 +2.995145639e+02 +2.995145639e+02 -1.7630e+00 +3.6391e+00 +6.8199e-01 -2.1751e+00 +3.4264e+00 -2.5960e+00 -5.1381e-01 +3.1431e-01 +1.4256e+00 -3.2120e+00 -3.3915e-01 +1.6564e+00 +1.2537e-01 -3.0625e-01 +3.3421e+00 +8.2503e-01 +4.4424e-01 +4.7350e-01 -3.4655e+00 +2.8137e+00
975495 +1.660937533e+00 +1.660937533e+00 +2.993909375e+02 +2.993909375e+02 -2.4893e+00 +3.9337e+00 +6.2488e-01 -2.0243e+00 +3.3926e+00 -3.3778e+00 -3.0469e-01 +4.7617e-01 +1.5883e+00 -3.3576e+00 -6.3618e-01 +2.0132e+00 -7.6589e-02 -1.3442e-01 +3.2736e+00 +1.3113e+00 +9.6467e-01 +2.4087e-01 -3.5003e+00 +3.2886e+00
975665 +1.644400898e+00 +1.644400898e+00 +2.993744009e+02 +2.993744009e+02 -2.0002e+00 +3.5603e+00 +2.3321e-01 -2.3621e+00 +3.4465e+00 -2.6295e+00 +1.3030e-02 +4.8798e-01 +1.8586e+00 -3.7582e+00 -1.4070e+00 +1.9307e+00 -3.7882e-03 -3.6590e-01 +3.5474e+00 +1.3506e+00 +4.8023e-01 +7.6785e-02 -3.4628e+00 +3.0014e+00
978515 +1.089329803e+00 +1.089329803e+00 +2.988193298e+02 +2.988193298e+02 -2.3174e+00 +3.6702e+00 +3.8075e-01 -2.5353e+00 +3.4797e+00 -2.6539e+00 -1.9607e-01 +4.9340e-01 +1.5178e+00 -3.4190e+00 -4.1619e-01 +1.9008e+00 +3.1645e-01 -2.0918e-02 +3.4049e+00 +1.4017e+00 +1.0027e+00 +7.9482e-01 -3.7681e+00 +3.1575e+00
987650 +1.068421121e+00 +1.068421121e+00 +2.987984211e+02 +2.987984211e+02 -1.9362e+00 +3.6340e+00 +4.0939e-01 -2.2240e+00 +3.2664e+00 -2.9084e+00 -1.3227e-01 +7.9661e-01 +1.6644e+00 -3.6458e+00 -7.7953e-01 +1.9216e+00 +1.7492e-01 -1.9157e-01 +3.3255e+00 +1.3636e+00 +8.5296e-01 +3.8766e-01 -3.8989e+00 +2.9476e+00
988780 +9.849528847e-01 +9.849528847e-01 +2.987149529e+02 +2.987149529e+02 -2.2111e+00 +3.5256e+00 +3.7435e-01 -2.4412e+00 +3.7564e+00 -2.6698e+00 -3.1833e-01 +6.0580e-01 +1.6880e+00 -3.4091e+00 -8.9260e-01 +1.8154e+00 +6.5124e-01 -3.5066e-01 +3.3889e+00 +1.0959e+00 +1.1134e+00 +4.1755e-01 -3.7883e+00 +3.4113e+00
988806 +8.091960707e-01 +8.091960707e-01 +2.985391961e+02 +2.985391961e+02 -2.0148e+00 +3.5422e+00 +5.6313e-01 -2.1151e+00 +3.6683e+00 -2.4820e+00 -1.3105e-01 +4.9090e-01 +1.4693e+00 -3.4205e+00 -6.4880e-01 +1.8714e+00 +4.2118e-01 -1.5977e-01 +3.2983e+00 +1.1087e+00 +9.1921e-01 +3.4433e-01 -3.7534e+00 +3.1816e+00
997826 +7.890864176e-01 +7.890864176e-01 +2.985190864e+02 +2.985190864e+02 -1.9772e+00 +3.4850e+00 +4.3139e-01 -2.4060e+00 +3.4924e+00 -2.7108e+00 -1.2233e-01 +5.9248e-01 +1.3787e+00 -3.5396e+00 -8.2195e-01 +1.7551e+00 +3.6807e-01 -3.9100e-01 +3.2671e+00 +1.1725e+00 +8.7779e-01 +2.4554e-01 -3.6854e+00 +3.1442e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.156121458e+01 +8.156121458e+01 +1.331312146e+02 +1.331312146e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
1232 +8.054211120e+01 +8.054211120e+01 +1.321121112e+02 +1.321121112e+02 -2.0909e-01 -9.3505e-01 -2.6279e+00 -2.7462e+00 -3.6710e+00 +5.4506e-02 -3.7389e-01 +6.3676e-01 +9.7700e-01 +2.0524e+00 -2.4976e+00 -2.6952e+00 +3.5797e+00 +3.5700e+00 +2.6677e+00 -3.0345e+00 +3.3093e+00 +3.8082e+00 +1.4024e+00 +3.9512e+00
1379 +7.789109900e+01 +7.789109900e+01 +1.294610990e+02 +1.294610990e+02 -6.6436e-01 -7.4776e-01 -2.9915e+00 -2.3956e+00 -3.7344e+00 -5.5781e-01 -1.3483e-01 +5.4462e-01 +1.0003e+00 +2.1043e+00 -9.7124e-01 -1.5734e+00 +3.5894e+00 +3.6503e+00 +2.1814e+00 -3.0353e+00 +4.6818e+00 +3.7303e+00 +4.2536e+00 +3.7006e+00
1502 +7.751987284e+01 +7.751987284e+01 +1.290898728e+02 +1.290898728e+02 -8.8553e-01 -1.1614e+00 -2.4744e+00 -2.0456e+00 -3.5964e+00 -5.9450e-01 -4.4800e-01 +6.0200e-01 +2.1564e+00 +1.6143e+00 -1.3893e+00 -1.4204e+00 +3.5958e+00 +2.5973e+00 +2.1891e+00 -3.0328e+00 +4.2113e+00 +3.6436e+00 +2.5182e+00 +4.0677e+00
1708 +7.545620090e+01 +7.545620090e+01 +1.270262009e+02 +1.270262009e+02 -8.9170e-01 -8.4608e-01 -2.9147e+00 -1.9874e+00 -3.7688e+00 -1.7096e-01 -7.8713e-02 +5.6087e-01 +3.1379e+00 +2.0086e+00 -2.3372e+00 -1.4679e+00 +3.6592e+00 +3.0290e+00 +1.6833e+00 -3.0346e+00 +3.8483e+00 +3.6102e+00 +4.4717e+00 +3.9210e+00
1709 +7.391573598e+01 +7.391573598e+01 +1.254857360e+02 +1.254857360e+02 -7.3596e-01 -9.8750e-01 -2.1441e+00 -2.3374e+00 -3.6697e+00 -6.5500e-01 -2.0525e-01 +4.6379e-01 +1.2677e+00 +1.9224e+00 -2.5922e+00 -1.7533e+00 +3.5550e+00 +2.8055e+00 +9.7860e-01 -3.0340e+00 +4.0984e+00 +3.5629e+00 +3.8660e+00 +3.0715e+00
1860 +7.218369038e+01 +7.218369038e+01 +1.237536904e+02 +1.237536904e+02 -5.4362e-01 -5.3722e-01 -2.6995e+00 -2.9864e+00 -3.6147e+00 -3.6777e-01 +4.3568e-01 +3.4726e-01 +1.2301e+00 +3.5245e+00 -2.6902e+00 -1.5432e+00 +3.5642e+00 +1.9363e-01 +1.3895e-01 -3.0329e+00 +5.3523e+00 +4.0482e+00 +4.2969e+00 +3.0868e+00
1938 +7.022172929e+01 +7.022172929e+01 +1.217917293e+02 +1.217917293e+02 -1.7628e+00 -6.7076e-01 -2.8411e+00 -1.7126e+00 -3.7614e+00 -1.3125e-01 +1.5625e-01 +5.0753e-01 +1.4450e+00 +2.1162e+00 -2.3712e+00 -1.3814e+00 +3.6697e+00 +3.8974e-01 +2.1498e-01 -3.0345e+00 +4.5713e+00 +3.6077e+00 +2.8434e+00 +3.1452e+00
2119 +6.867574161e+01 +6.867574161e+01 +1.202457416e+02 +1.202457416e+02 -3.2291e+00 -5.9410e-01 -2.5759e+00 -1.9437e+00 -3.6297e+00 -1.4043e-01 -1.1420e-01 +2.5136e-01 +1.0704e+00 +1.5518e+00 -2.8061e+00 -2.3782e+00 +3.6362e+00 +1.8103e+00 -1.1529e+00 -3.0346e+00 +4.2641e+00 +3.7036e+00 +3.7724e+00 +2.8936e+00
2208 +6.735944776e+01 +6.735944776e+01 +1.189294478e+02 +1.189294478e+02 -2.9009e+00 -9.5748e-02 -2.8114e+00 -2.4320e+00 -1.9140e+00 -1.1823e-01 +9.4496e-01 +3.2080e-01 +2.2097e+00 +2.3472e+00 -2.4223e+00 -1.9889e+00 +3.2524e+00 +2.4363e+00 -2.0298e+00 -3.0335e+00 +4.4370e+00 +3.7831e+00 +1.9350e+00 +3.0074e+00
2260 +6.541565882e+01 +6.541565882e+01 +1.169856588e+02 +1.169856588e+02 -1.1049e+00 -5.0817e-01 -2.3945e+00 -2.4973e+00 -3.7514e+00 -5.7909e-01 +1.4773e+00 -7.4291e-01 +2.3110e+00 +2.8542e+00 -2.7445e+00 -2.9423e+00 +3.0304e+00 +1.4387e+00 -6.8098e-01 -3.0213e+00 +5.0712e+00 +3.7753e+00 +4.6336e+00 +1.2785e+00
2401 +6.018764278e+01 +6.018764278e+01 +1.117576428e+02 +1.117576428e+02 -1.6262e+00 -1.3708e+00 -3.5977e+00 -2.0937e+00 -4.1419e+00 -5.4140e-01 +2.4050e+00 +1.4853e-01 +1.3156e+00 +2.5305e+00 -2.3296e+00 -2.6165e+00 +3.2214e+00 +1.6876e+00 -1.8051e+00 -3.0640e+00 +3.8705e+00 +4.3030e+00 +3.2764e+00 +1.6088e+00
2770 +5.845478836e+01 +5.845478836e+01 +1.100247884e+02 +1.100247884e+02 -2.2808e+00 -7.1656e-01 -2.1586e+00 -2.1233e+00 -4.2586e+00 +2.6543e-01 +3.3740e+00 +3.7342e-01 +2.5601e+00 +2.1796e+00 -2.6329e+00 -2.4213e+00 +3.4183e+00 +1.9444e+00 -3.4668e+00 -3.0258e+00 +5.0042e+00 +4.1330e+00 +3.4921e+00 +8.9471e-01
3078 +5.612480265e+01 +5.612480265e+01 +1.076948027e+02 +1.076948027e+02 -2.6279e+00 -2.4343e-01 -1.7117e+00 -2.5403e+00 -4.0496e+00 +2.7568e-01 +2.2715e+00 +1.6949e-01 +2.2210e+00 +2.2218e+00 -1.9758e+00 -2.3172e+00 +3.4987e+00 +1.5766e+00 -2.2470e+00 -3.0090e+00 +4.2563e+00 +3.9412e+00 +3.8765e+00 +9.6025e-01
3317 +5.370174870e+01 +5.370174870e+01 +1.052717487e+02 +1.052717487e+02 -2.7411e+00 -4.5086e-01 -2.0548e+00 -2.3667e+00 -4.1548e+00 -1.0971e+00 +3.4734e+00 +3.7115e-01 +1.9199e+00 +2.8222e+00 -2.1777e+00 -2.3760e+00 +3.3141e+00 +1.8133e+00 -1.6732e+00 -3.0041e+00 +3.5500e+00 +4.1056e+00 +4.0447e+00 +1.7226e+00
3933 +5.175540048e+01 +5.175540048e+01 +1.033254005e+02 +1.033254005e+02 -2.1900e+00 -2.6800e-01 -2.2127e+00 -1.7873e+00 -3.2309e+00 +4.4753e-01 +3.5522e+00 +4.9539e-01 +2.5619e+00 +2.5576e+00 -2.3327e+00 -2.4758e+00 +3.4957e+00 +2.1454e+00 -2.3664e+00 -2.9713e+00 +3.0582e+00 +4.4349e+00 +3.7881e+00 +2.0855e+00
4224 +4.676960493e+01 +4.676960493e+01 +9.833960493e+01 +9.833960493e+01 -2.3831e+00 -9.0104e-02 -1.5143e+00 -3.1900e+00 -2.3726e+00 +8.5239e-02 +4.0216e+00 +1.6142e-01 +2.7184e+00 +2.4834e+00 -2.4754e+00 -1.4316e+00 +3.3461e+00 +1.6325e+00 -2.2458e+00 -1.8545e+00 +2.7363e+00 +4.1744e+00 +3.2891e+00 +2.0723e+00
4763 +4.209792708e+01 +4.209792708e+01 +9.366792708e+01 +9.366792708e+01 -2.5623e+00 -3.2403e-01 -2.3873e+00 -1.9152e+00 -2.9365e+00 -1.1919e-01 +3.5158e+00 +6.4394e-01 +2.4966e+00 +2.8706e+00 -2.1107e+00 -1.6405e+00 +2.2910e+00 +1.8542e+00 -2.7527e+00 -1.3836e+00 +5.3340e+00 +3.3431e+00 +3.6438e+00 +1.6174e+00
4842 +3.934433418e+01 +3.934433418e+01 +9.091433418e+01 +9.091433418e+01 -2.5584e+00 -1.1455e+00 -2.1122e+00 -1.7526e+00 -2.6441e+00 +7.2158e-01 +2.9836e+00 -3.5937e-01 +2.1708e+00 +2.3857e+00 -1.9075e+00 -1.2942e+00 +3.2643e+00 +1.4942e+00 -2.9540e+00 -1.0537e+00 +4.5126e+00 +5.1555e+00 +3.1738e+00 +1.1769e+00
4956 +3.651568758e+01 +3.651568758e+01 +8.808568758e+01 +8.808568758e+01 -1.2849e+00 -1.1546e+00 -2.5582e+00 -1.8606e+00 -1.8205e+00 -3.6267e-01 +4.1561e+00 +5.0812e-01 +2.4832e+00 +2.6739e+00 -1.9580e+00 -2.0976e+00 +3.1986e+00 +1.6719e+00 -2.6538e+00 -9.0639e-01 +3.5215e+00 +4.8666e+00 +3.6083e+00 +1.8366e+00
5288 +2.875042221e+01 +2.875042221e+01 +8.032042221e+01 +8.032042221e+01 -1.8321e+00 -6.2610e-01 -2.3520e+00 -2.1980e+00 -2.6960e+00 +1.5812e-01 +4.3890e+00 +1.7714e-01 +2.6342e+00 +2.4986e+00 -2.3713e+00 -1.7394e+00 +3.1417e+00 +7.8512e-01 -2.5069e+00 -3.5650e-01 +3.8984e+00 +4.1169e+00 +4.1180e+00 +1.9016e+00
6133 +2.731686222e+01 +2.731686222e+01 +7.888686222e+01 +7.888686222e+01 -1.5093e+00 +1.6874e-02 -2.9379e+00 -1.3918e+00 -3.2383e+00 -8.9399e-01 +4.7348e+00 +4.1168e-01 +2.4632e+00 +1.2624e+00 -3.0677e+00 -2.1451e+00 +4.2552e+00 +1.4209e+00 -2.7225e+00 +1.1409e-01 +2.7653e+00 +4.7747e+00 +4.1511e+00 +1.3271e+00
6386 +2.656908718e+01 +2.656908718e+01 +7.813908718e+01 +7.813908718e+01 -1.8386e+00 +5.1161e-01 -2.9754e+00 -1.9703e+00 -4.1019e+00 -8.0821e-01 +4.3708e+00 +2.9317e-01 +3.4234e+00 +2.4985e+00 -2.5586e+00 -1.4770e+00 +2.9819e+00 +1.3831e+00 -2.6482e+00 +2.3879e-01 +3.6421e+00 +4.5033e+00 +3.3258e+00 +1.7233e+00
6986 +2.353525567e+01 +2.353525567e+01 +7.510525567e+01 +7.510525567e+01 -1.5935e+00 +1.3791e-02 -2.4094e+00 -2.0601e+00 -3.9599e+00 -7.1510e-01 +4.5695e+00 +4.0228e-02 +2.8961e+00 +1.2793e+00 -3.2580e+00 -2.0769e+00 +4.1320e+00 +1.4620e+00 -2.6631e+00 +5.2295e-01 +3.7785e+00 +4.4163e+00 +4.2181e+00 +1.6753e+00
8035 +2.273920806e+01 +2.273920806e+01 +7.430920806e+01 +7.430920806e+01 -2.0920e+00 +2.8224e-01 -2.5794e+00 -1.6775e+00 -4.9395e+00 -5.5640e-01 +4.8343e+00 +5.0947e-01 +2.5314e+00 +2.5890e+00 -2.8544e+00 -2.0121e+00 +4.0402e+00 +1.0106e+00 -2.2218e+00 +1.8732e+00 +4.8122e+00 +4.6978e+00 +4.5486e+00 +2.4292e+00
9270 +2.231183812e+01 +2.231183812e+01 +7.388183812e+01 +7.388183812e+01 -5.9843e-01 +8.3387e-01 -2.4698e+00 -1.8255e+00 -4.7041e+00 +1.8918e-01 +5.1302e+00 +8.0370e-01 +2.1820e+00 +1.9061e+00 -2.8387e+00 -1.6769e+00 +4.0207e+00 +1.7036e+00 -2.8450e+00 +1.4414e+00 +4.5179e+00 +3.5537e+00 +3.4508e+00 +2.2179e+00
10692 +2.139043889e+01 +2.139043889e+01 +7.296043889e+01 +7.296043889e+01 -2.1355e+00 +6.3614e-01 -2.7314e+00 -1.9752e+00 -4.6733e+00 -4.4487e-01 +4.7256e+00 +2.4392e-01 +2.1993e+00 +2.1740e+00 -2.5695e+00 -1.8860e+00 +3.1979e+00 +1.7699e+00 -2.3352e+00 +1.8188e+00 +4.5336e+00 +4.0304e+00 +4.3167e+00 +2.0455e+00
11443 +2.116873412e+01 +2.116873412e+01 +7.273873412e+01 +7.273873412e+01 -1.4446e+00 +1.0625e+00 -2.2561e+00 -2.3201e+00 -4.9735e+00 -1.0813e+00 +4.6704e+00 +2.8423e-01 +2.8053e+00 +1.9417e+00 -2.7539e+00 -1.7204e+00 +3.7985e+00 +1.2895e+00 -2.2309e+00 +1.7486e+00 +4.5706e+00 +4.1726e+00 +4.7822e+00 +2.2252e+00
12851 +2.018128467e+01 +2.018128467e+01 +7.175128467e+01 +7.175128467e+01 -1.6046e+00 +1.0804e+00 -2.4549e+00 -2.3772e+00 -4.6482e+00 +9.2295e-02 +4.2299e+00 +3.3874e-02 +1.9525e+00 +1.7689e+00 -2.8905e+00 -1.6516e+00 +3.8132e+00 +1.0621e+00 -1.8279e+00 +1.7658e+00 +4.9578e+00 +4.4083e+00 +4.4447e+00 +1.8540e+00
13888 +1.952524916e+01 +1.952524916e+01 +7.109524916e+01 +7.109524916e+01 -1.3786e+00 +1.2795e+00 -2.6315e+00 -2.3697e+00 -4.7165e+00 +1.1331e-02 +4.0742e+00 +2.0498e-01 +2.6080e+00 +1.9373e+00 -2.3660e+00 -1.9832e+00 +3.9470e+00 +1.1648e+00 -2.8666e+00 +1.8428e+00 +4.5730e+00 +4.1837e+00 +4.3559e+00 +1.7237e+00
14222 +1.935710881e+01 +1.935710881e+01 +7.092710881e+01 +7.092710881e+01 -1.3782e+00 +1.1510e+00 -3.2321e+00 -2.5690e+00 -4.7914e+00 +2.7013e-01 +4.4174e+00 +4.0979e-01 +2.6051e+00 +1.6228e+00 -2.4456e+00 -1.4666e+00 +4.0597e+00 +1.1905e+00 -2.4683e+00 +1.7588e+00 +4.4284e+00 +4.4459e+00 +4.1643e+00 +1.2458e+00
15462 +1.902992390e+01 +1.902992390e+01 +7.059992390e+01 +7.059992390e+01 -1.3954e+00 +1.1551e+00 -3.0117e+00 -2.3815e+00 -4.8543e+00 +1.9198e-02 +4.5256e+00 +4.7171e-01 +2.5436e+00 +1.6873e+00 -2.5626e+00 -1.6304e+00 +3.9120e+00 +1.2274e+00 -2.7606e+00 +2.2943e+00 +4.3842e+00 +4.6762e+00 +4.5642e+00 +1.3934e+00
16855 +1.852190141e+01 +1.852190141e+01 +7.009190141e+01 +7.009190141e+01 -1.2715e+00 +1.3277e+00 -2.8837e+00 -2.1156e+00 -4.8688e+00 -9.1234e-02 +4.6050e+00 +1.7172e-01 +2.4584e+00 +1.5060e+00 -2.7896e+00 -1.6565e+00 +4.0425e+00 +9.6553e-01 -2.2771e+00 +2.1824e+00 +4.7393e+00 +4.2974e+00 +4.4990e+00 +1.7236e+00
% function evaluation | noise-free fitness - Fopt (-4.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.766892178e+01 +7.766892178e+01 +7.279892178e+01 +7.279892178e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2140 +7.760068675e+01 +7.760068675e+01 +7.273068675e+01 +7.273068675e+01 -1.2631e+00 -4.1364e-01 +1.2646e+00 -3.5606e+00 -4.4703e-01 -2.7279e+00 +2.6096e+00 +5.8256e-01 +1.7365e+00 +1.0010e+00 +1.5000e+00 -3.4690e+00 +3.3088e+00 -3.7121e+00 +6.9222e-01 +1.8185e+00 -7.2883e-01 +2.6563e+00 -4.1745e+00 +2.7596e+00
2406 +7.585168397e+01 +7.585168397e+01 +7.098168397e+01 +7.098168397e+01 -1.3246e+00 -3.1122e-01 +1.1138e+00 -3.1421e+00 +5.8087e-01 -1.2257e+00 +3.5840e+00 +1.0128e+00 +6.3228e-01 +8.0271e-01 +7.6351e-01 -4.1181e+00 +3.4526e+00 -3.5490e+00 +1.0739e+00 +7.9512e-01 -5.9015e-01 +2.8557e+00 -4.6091e+00 +3.6727e+00
2795 +7.213370191e+01 +7.213370191e+01 +6.726370191e+01 +6.726370191e+01 +1.0362e+00 -3.1459e-01 +3.0503e+00 -3.3705e+00 +1.0541e+00 -2.7494e+00 +4.0615e+00 +1.6705e-01 -1.1314e+00 +1.5273e+00 +8.2930e-01 -4.2273e+00 +1.4839e+00 -3.0452e+00 +3.7754e+00 +4.5177e+00 +4.2820e-01 +1.7506e+00 -4.0196e+00 +2.3797e+00
2908 +6.697071214e+01 +6.697071214e+01 +6.210071214e+01 +6.210071214e+01 +4.2040e-01 -5.2336e-01 +1.1651e+00 -3.0963e+00 +5.0940e-01 -3.4611e+00 +2.6883e+00 +4.3794e-01 -8.1541e-01 +2.6929e+00 +2.3062e+00 -3.4279e+00 +2.9645e+00 -3.5082e+00 +1.0371e+00 +2.4342e+00 -1.8706e+00 +1.2157e+00 -3.8630e+00 +4.4654e+00
3454 +6.585268877e+01 +6.585268877e+01 +6.098268877e+01 +6.098268877e+01 +1.2917e+00 -5.0673e-01 +4.6551e+00 -2.4276e+00 +3.1301e+00 -1.3568e+00 +2.8493e+00 +1.2000e+00 -2.3322e+00 +4.6760e+00 -2.5763e-01 -2.7591e+00 +2.5932e+00 -2.9959e+00 +1.0017e+00 +2.8371e+00 -1.4496e+00 -1.7853e+00 -3.5943e+00 +4.4444e+00
3476 +6.437428182e+01 +6.437428182e+01 +5.950428182e+01 +5.950428182e+01 +3.6842e+00 -4.0756e-01 +1.4674e+00 -2.4636e+00 -4.7696e-01 -2.2617e+00 +3.2013e+00 +5.9646e-01 -1.2305e+00 +2.4245e+00 +1.6053e+00 -3.5766e+00 +2.8211e+00 -1.3033e+00 +1.9168e+00 +2.7726e+00 +1.5797e-01 -5.5046e-01 -2.9892e+00 +3.8416e+00
3537 +6.120844808e+01 +6.120844808e+01 +5.633844808e+01 +5.633844808e+01 +1.0109e+00 +1.0920e+00 +1.4942e+00 -3.5947e+00 +1.4738e+00 -1.8857e+00 +2.7830e+00 +2.4118e+00 -2.4809e+00 +2.5532e+00 +8.9881e-01 -3.4160e+00 +9.0047e-01 -3.0424e+00 +6.0265e-01 +2.0140e+00 -6.8697e-02 +1.3623e-01 -4.3096e+00 +3.6277e+00
3571 +5.947225670e+01 +5.947225670e+01 +5.460225670e+01 +5.460225670e+01 +9.0638e-01 +1.7208e-01 +2.0554e+00 -3.7947e+00 +5.9690e-01 -3.1544e+00 +3.7059e+00 +2.7824e+00 -2.2283e+00 +2.5274e+00 +7.9786e-02 -3.7350e+00 +2.1485e+00 -3.0121e+00 +1.0297e+00 +2.6127e+00 -5.5365e-01 +9.9169e-01 -3.6998e+00 +2.4295e+00
3876 +5.277179923e+01 +5.277179923e+01 +4.790179923e+01 +4.790179923e+01 +1.3561e+00 -1.5833e+00 +1.2873e+00 -4.4604e+00 -2.9853e-01 -2.6379e+00 +2.7029e+00 +2.8626e+00 -6.1642e-01 +3.1257e+00 +6.3992e-01 -3.1718e+00 +3.5218e+00 -2.8966e+00 +1.2905e+00 +2.3242e+00 -8.1851e-02 -8.0864e-01 -3.3531e+00 +3.6202e+00
3987 +5.202177023e+01 +5.202177023e+01 +4.715177023e+01 +4.715177023e+01 +1.6842e+00 -6.8981e-01 -2.9490e-01 -4.1695e+00 +1.5926e+00 -2.1618e+00 +3.7878e+00 +1.5210e+00 -1.7484e+00 +3.6561e+00 +1.7000e-01 -2.4709e+00 +1.3144e+00 -2.7168e+00 +1.8371e-01 +3.3657e+00 +3.1812e-01 +1.6660e-01 -2.5859e+00 +3.9676e+00
4063 +4.259243000e+01 +4.259243000e+01 +3.772243000e+01 +3.772243000e+01 +6.9988e-01 -1.9543e+00 +4.5726e-01 -4.1425e+00 +7.4368e-01 -1.9305e+00 +2.7653e+00 +3.5824e+00 -2.5834e+00 +2.8524e+00 +1.9927e+00 -2.7532e+00 +2.4926e+00 -2.8432e+00 +1.0929e+00 +2.8698e+00 +1.6051e-01 -2.4547e+00 -2.9912e+00 +4.4481e+00
